Qidentifier	Qtitle	Qpagename	Qsubtitle	Qetymology	Qdefinition	Qsubmitted	Qemailaddress	QDateSubmitted	Qposter	QPosterEmail	QDateEdited	QUpdateDescription
Identifier	Word	Page Name	Part of Speech	Etymology	Definition	Submitted By	E-mail Address	Date Submitted	Updated By	Your E-mail Address	Date Edited	Description Of Update
Identifier	Title	PageName	Text	Subtitle	Text	Name	Text	Date	Name	Text	Date	Text
Never	Always	Never	Sometimes	Sometimes	Always	Always	Never	Sometimes	Sometimes	Never	Sometimes	Sometimes
Unindexed	Unindexed	Unindexed	Unindexed	Unindexed	Unindexed	Unindexed	Unindexed	Unindexed	Unindexed	Unindexed	Unindexed	Unindexed
Uneditable	Required	Uneditable	Optional	Optional	Required	Uneditable	Uneditable	Uneditable	Re-enter	Re-enter	Uneditable	Re-enter
 758 	burlet	dbx_b_index.htm#burlet	n.	brown+{diminutive}	light brown	JAH	Proofread	11/16/99 	NA	NA	11/16/99 	NA
 808 	calcah	dbx_c_index.htm#calcah	n.	feces+{abstraction}	filth, refuse	JAH	Proofread	11/16/99 	NA	NA	11/16/99 	NA
 814 	calcon	dbx_c_index.htm#calcon	n.	feces+{opposite}	urine	JAH	Proofread	11/16/99 	NA	NA	11/16/99 	NA
 816 	callet	dbx_c_index.htm#callet	n.	feces+{diminutive}	dropping (excrement)	JAH	Proofread	11/16/99 	NA	NA	11/16/99 	NA
 763 	burton	dbx_b_index.htm#burton	n.	brown+{augmentative}	dark brown	JAH	Proofread	11/16/99 	NA	NA	11/16/99 	NA
 431 	baccon	dbx_b_index.htm#baccon	n.	alphabet+{opposite}	schematic diagram	HMM	Proofread	11/16/99 	NA	NA	11/16/99 	NA
 769 	cactcon	dbx_c_index.htm#cactcon	n.	action+{opposite}	inaction -- lack or absence of action (synonymous with 'cactbez')	JAH	Proofread	11/16/99 	NA	NA	11/16/99 	NA
 5261 	sudcaf	dbx_s_index.htm#sudcaf	n.	suddenness+coffee	instant coffee -	JAH	Proofread	11/16/99 	NA	NA	11/16/99 	NA
 1442 	conuscancvanped	dbx_c_index.htm#conuscancvanped	n.	cone+shell+one+foot	limpet -- marine gastropod mollusks characteristically having a conical shell, such as the families Acmaeidae and Patellidae	JAH	Proofread	11/16/99 	NA	NA	11/16/99 	NA
 432 	baccon	dbx_b_index.htm#baccon	n.	alphabet+{opposite}	mystical symbols	HMM	Proofread	11/16/99 	NA	NA	11/16/99 	NA
 3618 	nortconmuhton	dbx_n_index.htm#nortconmuhton	n.	north+{opposite}+rodent+{augmentative}	capybara	JAH	Proofread	11/16/99 	NA	NA	11/16/99 	NA
 739 	budcah	dbx_b_index.htm#budcah	n.	future+{abstraction}	an expected positive condition in terms of growth, advancement or development  ("he has a future with us")	JAH	Proofread	11/16/99 	NA	NA	11/16/99 	NA
 2851 	malmuh	dbx_m_index.htm#malmuh	n.	disparagement+rodent	rat -- a large rodent of the genus Rattus or similar species.	JAH	Proofread	11/16/99 	NA	NA	11/16/99 	NA
 1771 	dinarcancvanped	dbx_d_index.htm#dinarcancvanped	n.	money+shell+one+foot	cowrie -- marine gastropods of the family Cypraeidae, typically with bright and shiny shells, and so used as currency in parts of Africa and the South Pacific	JAH	Proofread	11/16/99 	NA	NA	11/16/99 	NA
 842 	calton	dbx_c_index.htm#calton	n.	feces+{augmentative}	manure	JAH	Proofread	11/16/99 	NA	NA	11/16/99 	NA
 773 	cafazcah	dbx_c_index.htm#cafazcah	n.	jump+{abstraction}	track and field	JAH	Proofread	11/16/99 	NA	NA	11/16/99 	NA
 4718 	vanped	dbx_v_index.htm#vanped	n.	one+foot	gastropod -- mollusks of the class Gastropoda, characteristically having an abdominal muscular foot for movement	JAH	Proofread	11/16/99 	NA	NA	11/16/99 	NA
 847 	cambezhazarpart	dbx_c_index.htm#cambezhazarpart	n.	garment+absence+tree+part	nudibranchs	JAH	Proofread	11/16/99 	NA	NA	11/16/99 	NA
 896 	camton	dbx_c_index.htm#camton	n.	garment+{augmentative}	overcoat	JAH	Proofread	11/17/99 	NA	NA	11/17/99 	NA
 810 	calccon	dbx_c_index.htm#calccon	n.	peripheral+{opposite}	microprocessor	JAH	Proofread	11/17/99 	NA	NA	11/17/99 	NA
 1868 	duvcamel	dbx_d_index.htm#duvcamel	n.	two+camel	two-humped camel	JAH	Proofread	11/17/99 	NA	NA	11/17/99 	NA
 4299 	sirped	dbx_s_index.htm#sirped	n.	zero+foot	legless lizard (c.f. nagbezrept)	HMM	Proofread	11/17/99 	NA	NA	11/17/99 	NA
 853 	camellet	dbx_c_index.htm#camellet	n.	camel+{diminutive}	llama -- domesticated ruminant mammal (Lama glama) related to the camel, typically used as a beast of burden in South America and also raised for its wool	HMM	Proofread	11/17/99 	NA	NA	11/17/99 	NA
 857 	camelton	dbx_c_index.htm#camelton	n.	camel+{augmentative}	dromedary, Arabian camel -- one-humped domesticated camel (Camelus dromedarius), typically used as a beast of burden in northern Africa and western Asia	JAH	Proofread	11/17/99 	NA	NA	11/17/99 	NA
 4307 	sirpedrept	dbx_s_index.htm#sirpedrept	n.	zero+foot+reptile	legless lizard	HMM	Proofread	11/17/99 	NA	NA	11/17/99 	NA
 813 	calclet	dbx_c_index.htm#calclet	n.	peripheral+{diminutive}	cable (c.f. sutcalc)	JAH	Proofread	11/17/99 	NA	NA	11/17/99 	NA
 3119 	mehcamel	dbx_m_index.htm#mehcamel	n.	sheep+camel	llama -- domesticated ruminant mammal (Lama glama) related to the camel, typically used as a beast of burden in South America and also raised for its wool	JAH	Proofread	11/17/99 	NA	NA	11/17/99 	NA
 859 	camercah	dbx_c_index.htm#camercah	n.	room+{abstraction}	interior decorating	JAH	Proofread	11/17/99 	NA	NA	11/17/99 	NA
 821 	calotcon	dbx_c_index.htm#calotcon	n.	dog+{opposite}	cat	JAH	Proofread	11/17/99 	NA	NA	11/17/99 	NA
 863 	camerlet	dbx_c_index.htm#camerlet	n.	room+{diminutive}	closet	JAH	Proofread	11/17/99 	NA	NA	11/17/99 	NA
 824 	calotlet	dbx_c_index.htm#calotlet	n.	dog+{diminutive}	fox	JAH	Proofread	11/17/99 	NA	NA	11/17/99 	NA
 869 	camislet	dbx_c_index.htm#camislet	n.	shirt+{diminutive}	undershirt	JAH	Proofread	11/17/99 	NA	NA	11/17/99 	NA
 873 	camiston	dbx_c_index.htm#camiston	n.	shirt+{augmentative}	jacket	JAH	Proofread	11/17/99 	NA	NA	11/17/99 	NA
 874 	camlet	dbx_c_index.htm#camlet	n.	garment+{diminutive}	underclothes	JAH	Proofread	11/17/99 	NA	NA	11/17/99 	NA
 848 	camcah	dbx_c_index.htm#camcah	n.	garment+{abstraction}	fashion -- the prevailing style of dress	JAH	Proofread	11/17/99 	NA	NA	11/17/99 	NA
 4459 	sutcalc	dbx_s_index.htm#sutcalc	n.	thread+peripheral	cable	JAH	Proofread	11/17/99 	NA	NA	11/17/99 	NA
 850 	camcon	dbx_c_index.htm#camcon	n.	garment+{opposite}	birthday suit -- nakedness	JAH	Proofread	11/17/99 	NA	NA	11/17/99 	NA
 3410 	namu	dbx_n_index.htm#namu	v.	name+{verb}	have the name	JAH	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 4329 	sisped	dbx_s_index.htm#sisped	n.	six+foot	insect -- small air-breathing arthropod of the class Insecta, with adult stage having three pairs of legs (c.f. sisp)	JAH	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 1781 	dinartom	dbx_d_index.htm#dinartom	n.	money+atom	silver	JAH	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 4705 	vanharped	dbx_v_index.htm#vanharped	n.	one+four+foot	isopod crustacean -- crustaceans of the order Isopoda, such as sow bugs and gribbles, characterized by a flat body with seven pairs of legs	JAH	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 3351 	muhcon	dbx_m_index.htm#muhcon	n.	rodent+{opposite}	cat	HMM	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 4454 	surmova	dbx_s_index.htm#surmova	n. modif.	something-above+movement+{noun-modifier}	rising	JAH	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 4894 	vissensu	dbx_v_index.htm#vissensu	v.	sight+sense+{verb}	see	JAH	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 4719 	vanped	dbx_v_index.htm#vanped	n.	one+foot	gastropod -- mollusks of the class Gastropoda, characteristically having an abdominal muscular foot for movement	JAH	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 4455 	surmovu	dbx_s_index.htm#surmovu	v.	something-above+movement+{verb}	move up	JAH	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 4734 	vansirped	dbx_v_index.htm#vansirped	n.	one+zero+foot	decapod crustacean	JAH	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 3722 	penped	dbx_p_index.htm#penped	n.	five+foot	starfish -- a marine invertebrate with (usually) five appendages.	HMM	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 3610 	nontcone	dbx_n_index.htm#nontcone	v. modif.	negation+{opposite}+{verb-modifier}	affirmatively	JAH	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 4927 	voctped	dbx_v_index.htm#voctped	n.	eight+foot	octopod -- cephalopod mollusks of the order Octopoda having eight tentacles, such as the octopus	JAH	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 4928 	voctped	dbx_v_index.htm#voctped	n.	eight+foot	arachnid -- arthropods of the class Arachnida, such as spiders, scorpions, mites, and ticks, characterized by four pairs of segmented legs (c.f. vosp)	JAH	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 4580 	terped	dbx_t_index.htm#terped	n.	three+foot	tripod -- a three-legged stand for a camera.	HMM	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 459 	bacsensu	dbx_b_index.htm#bacsensu	v.	alphabet+sense+{verb}	read	JAH	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 811 	calccon	dbx_c_index.htm#calccon	n.	peripheral+{opposite}	CPU, central processing unit	HMM	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 4393 	sommob	dbx_s_index.htm#sommob	n.	sleep+furniture	bed	JAH	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 1554 	cursletu	dbx_c_index.htm#cursletu	v.	running-movement+{diminutive}+{verb}	walk	JAH	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 2348 	harped	dbx_h_index.htm#harped	n.	four+foot	tetrapod -- vertebrate animal with four legs or leg-like limbs (as in flippers of seals)	JAH	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 860 	camercah	dbx_c_index.htm#camercah	n.	room+{abstraction}	interior	HMM	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 837 	calslet	dbx_c_index.htm#calslet	n.	class+{diminutive}	subclass -- a class which is a subset of a larger class.	HMM	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 3363 	multa	dbx_m_index.htm#multa	n. modif.	multiplication+{noun-modifier}	many	JAH	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 3371 	multped	dbx_m_index.htm#multped	n.	multiplication+foot	myriapod -- arthropods with segmented bodies, one pair of antennae and nine or more pairs of legs, such as the centipede or millipede	JAH	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 2617 	jibbeza	dbx_j_index.htm#jibbeza	n. modif.	task+absence+{noun-modifier}	lazy	JAH	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 1915 	duvped	dbx_d_index.htm#duvped	n.	two+foot	biped -- vertebrate animal with two feet	JAH	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 840 	calston	dbx_c_index.htm#calston	n.	class+{augmentative}	superclass -- a larger class which contains the smaller class as a subset.	HMM	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 4300 	sirped	dbx_s_index.htm#sirped	n.	zero+foot	worm -- various invertebrates without obvious legs, with a long, flexible body, such as those of the phyla Annelida, Nematoda, Nemertea or Platyhelminthes	JAH	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 2628 	lamluma	dbx_l_index.htm#lamluma	n. modif.	intensity+light+{noun-modifier}	bright	JAH	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 2629 	lamlumu	dbx_l_index.htm#lamlumu	v.	intensity+light+{verb}	shine, illuminate	JAH	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 1780 	dinartom	dbx_d_index.htm#dinartom	n.	money+atom	gold	JAH	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 3335 	muccomunu	dbx_m_index.htm#muccomunu	v.	mouth+communication+{verb}	say	JAH	Proofread	11/18/99 	NA	NA	11/18/99 	NA
 4728 	vansir	dbx_v_index.htm#vansir	n.	one+zero	ten (exactly)	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 993 	captlet	dbx_c_index.htm#captlet	n.	leader+{diminutive}	manager -- someone who controls resources and expenditures	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 4753 	vanvan	dbx_v_index.htm#vanvan	n.	one+one	eleven (exactly)	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 997 	captton	dbx_c_index.htm#captton	n.	leader+{augmentative}	commander -- someone in an official position of authority who can command or control others	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 917 	cancton	dbx_c_index.htm#cancton	n.	shell+{augmentative}	hard shell -- a thick, heavy or hardened shell	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 1007 	caraslet	dbx_c_index.htm#caraslet	n.	love+{diminutive}	fondness, liking -- a feeling of pleasure and enjoyment	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 1013 	caraston	dbx_c_index.htm#caraston	n.	love+{augmentative}	passion -- intense love and desire	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 918 	cancton	dbx_c_index.htm#cancton	n.	shell+{augmentative}	armor	HMM	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 902 	canccah	dbx_c_index.htm#canccah	n.	shell+{abstraction}	outer layer -- a thin covering around an object, like the crust of bread or the earth	HMM	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 1020 	carblet	dbx_c_index.htm#carblet	n.	carbon+{diminutive}	graphite -- soft allotrope of carbon with a metallic luster and a greasy feel, used in lead pencils, lubricants, paints, coatings and more	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 903 	canccon	dbx_c_index.htm#canccon	n.	shell+{opposite}	skin, tegument, cutis -- a natural protective covering of the body	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 1028 	carbton	dbx_c_index.htm#carbton	n.	carbon+{augmentative}	diamond, adamant -- very hard native crystalline carbon valued as a gem	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 1718 	devcars	dbx_d_index.htm#devcars	n.	god+cross	Cross -- a cross as an emblem of Christianity	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 930 	candcah	dbx_c_index.htm#candcah	n.	hole+{abstraction}	hole -- an unoccupied space	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 3250 	mortcars	dbx_m_index.htm#mortcars	n.	death+cross	crucifix, rood, rood-tree -- image of a wooden cross with Jesus on it	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 931 	candcah	dbx_c_index.htm#candcah	n.	hole+{abstraction}	cave	HMM	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 933 	candcon	dbx_c_index.htm#candcon	n.	hole+{opposite}	protuberance -- something that protrudes	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 1033 	carccon	dbx_c_index.htm#carccon	n.	{sharp-object}+{opposite}	dull object -- an object lacking a thin edge or fine point suitable for or capable of cutting or piercing	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 1040 	carclet	dbx_c_index.htm#carclet	n.	{sharp-object}+{diminutive}	point -- a sharp or tapered end	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 1049 	carcton	dbx_c_index.htm#carcton	n.	{sharp-object}+{augmentative}	blade -- the long flat part of a tool or weapon that typically has a cutting edge	HMM	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 936 	candlet	dbx_c_index.htm#candlet	n.	hole+{diminutive}	depression, impression, imprint -- a concavity in a surface produced by pressing	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 887 	campton	dbx_c_index.htm#campton	n.	field+{augmentative}	grassland -- large area of land where grass or grasslike vegetation grows, like a prairie or meadow	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 947 	canonlet	dbx_c_index.htm#canonlet	n.	cannon+{diminutive}	gun -- a portable weapon operated by a single combatant that discharges a missile at high velocity	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 949 	canonton	dbx_c_index.htm#canonton	n.	cannon+{augmentative}	artillery -- large-caliber weapons that must be operated by crews of soldiers; examples include mortars, howitzers and missile launchers	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 909 	canclet	dbx_c_index.htm#canclet	n.	shell+{diminutive}	toenail, fingernail -- horny plate covering and protecting part of the dorsal surface of the digits	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 1056 	cardcah	dbx_c_index.htm#cardcah	n.	heart+{abstraction}	heart, bosom -- the locus of feelings and intuitions	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 1057 	cardcah	dbx_c_index.htm#cardcah	n.	heart+{abstraction}	circulation -- the movement of blood through the heart and blood vessels	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 1058 	cardcah	dbx_c_index.htm#cardcah	n.	heart+{abstraction}	courage	HMM	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 1059 	cardcon	dbx_c_index.htm#cardcon	n.	heart+{opposite}	blood vessel -- a tube in which blood circulates	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 1061 	cardlet	dbx_c_index.htm#cardlet	n.	heart+{diminutive}	ventricle, heart ventricle -- a chamber of the heart that receives blood from an atrium and pumps it to the arteries	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 1075 	cardton	dbx_c_index.htm#cardton	n.	heart+{augmentative}	heart, breast -- the area that is the approximate location of the heart in the body	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 877 	campcah	dbx_c_index.htm#campcah	n.	field+{abstraction}	acre -- a unit of area (4840 square yards) used in English-speaking countries	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 2841 	malcaras	dbx_m_index.htm#malcaras	n.	disparagement+love	obsession, fixation -- an unhealthy preoccupation with something or someone	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 1076 	carncah	dbx_c_index.htm#carncah	n.	flesh+{abstraction}	flesh -- the physical body in contrast to the soul or spirit	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 1078 	carncon	dbx_c_index.htm#carncon	n.	flesh+{opposite}	spirit -- the vital principle or animating force within living things	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 1080 	carnlet	dbx_c_index.htm#carnlet	n.	flesh+{diminutive}	flab -- loose or flaccid body fat	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 1083 	carnton	dbx_c_index.htm#carnton	n.	flesh+{augmentative}	muscle, muscular tissue -- animal tissue consisting predominantly of contractile cells	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 956 	canuncah	dbx_c_index.htm#canuncah	n.	law+{abstraction}	law -- the condition of social order created by adherence to a legal system	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 1085 	carscah	dbx_c_index.htm#carscah	n.	cross+{abstraction}	intersection -- a point where lines intersect	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 1088 	carscon	dbx_c_index.htm#carscon	n.	cross+{opposite}	parallel lines	HMM	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 1094 	carslet	dbx_c_index.htm#carslet	n.	cross+{diminutive}	crisscross, cross, mark -- marking consisting of crossing lines	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 1097 	carston	dbx_c_index.htm#carston	n.	cross+{augmentative}	cross -- a cross as a heraldic emblem	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 958 	canuncon	dbx_c_index.htm#canuncon	n.	law+{opposite}	anarchy	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 963 	canunlet	dbx_c_index.htm#canunlet	n.	law+{diminutive}	regulation -- a principle or condition imposed by an organization to govern behavior	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 970 	canunton	dbx_c_index.htm#canunton	n.	law+{augmentative}	principle -- a basic truth or law or assumption	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 880 	campcon	dbx_c_index.htm#campcon	n.	field+{opposite}	old-growth forest -- a piece of land with old trees	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 973 	capcah	dbx_c_index.htm#capcah	n.	head+{abstraction}	head, mind -- that which is responsible for one's thoughts and feelings; the seat of the faculty of reason	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 976 	capcon	dbx_c_index.htm#capcon	n.	head+{opposite}	tail	HMM	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 979 	capcost	dbx_c_index.htm#capcost	n.	head+bone	skull	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 4205 	sentcah	dbx_s_index.htm#sentcah	n.	emotion+{abstraction}	heart, bosom -- the locus of feelings and intuitions	HMM	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 3133 	mentbad	dbx_m_index.htm#mentbad	n.	mind+body-part	brain	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 982 	caplet	dbx_c_index.htm#caplet	n.	head+{diminutive}	head, capitulum -- a head-shaped part, such as a cluster of foilage or the protuberance of a bone	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 901 	canccah	dbx_c_index.htm#canccah	n.	shell+{abstraction}	armor -- tough more-or-less rigid protective covering, used in combat	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 988 	captcah	dbx_c_index.htm#captcah	n.	leader+{abstraction}	leadership -- the status of being a leader	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 990 	captcon	dbx_c_index.htm#captcon	n.	leader+{opposite}	follower -- someone who accepts the leadership of another	JAH	Proofread	11/19/99 	NA	NA	11/19/99 	NA
 1142 	cazlet	dbx_c_index.htm#cazlet	n.	cause+{diminutive}	factor -- anything that contributes causally to a result	JAH	Proofread	11/20/99 	NA	NA	11/20/99 	NA
 1144 	cazton	dbx_c_index.htm#cazton	n.	cause+{augmentative}	principle, rule -- a rule or law concerning a natural phenomenon or the function of a mechanical system	JAH	Proofread	11/20/99 	NA	NA	11/20/99 	NA
 1015 	carbcah	dbx_c_index.htm#carbcah	n.	carbon+{abstraction}	carbon-based life	MHM	Proofread	11/20/99 	NA	NA	11/20/99 	NA
 1148 	celebcah	dbx_c_index.htm#celebcah	n.	play+{abstraction}	recreational activity -- diversions considered as a whole	JAH	Proofread	11/20/99 	NA	NA	11/20/99 	NA
 1152 	celebcon	dbx_c_index.htm#celebcon	n.	play+{opposite}	work, job -- c.f., 'jib'	JAH	Proofread	11/20/99 	NA	NA	11/20/99 	NA
 3792 	pigsut	dbx_p_index.htm#pigsut	n.	buttock+thread	tail -- the posterior part of the body of a vertebrate especially when elongated and extending beyond the trunk or main part of the body	JAH	Proofread	11/20/99 	NA	NA	11/20/99 	NA
 1155 	celeblet	dbx_c_index.htm#celeblet	n.	play+{diminutive}	respite, recess, break -- a playful or diverting pause from doing something (as work)	JAH	Proofread	11/20/99 	NA	NA	11/20/99 	NA
 1164 	celebton	dbx_c_index.htm#celebton	n.	play+{augmentative}	hobby, pastime, interest -- a subject or pursuit that pleasantly occupies one's time and thoughts	JAH	Proofread	11/20/99 	NA	NA	11/20/99 	NA
 3227 	montcand	dbx_m_index.htm#montcand	n.	mountain+hole	cave	JAH	Proofread	11/20/99 	NA	NA	11/20/99 	NA
 3231 	montlet	dbx_m_index.htm#montlet	n.	mountain+{diminutive}	hole	JAH	Proofread	11/20/99 	NA	NA	11/20/99 	NA
 3234 	montletcand	dbx_m_index.htm#montletcand	n.	mountain+{diminutive}+hole	cave	JAH	Proofread	11/20/99 	NA	NA	11/20/99 	NA
 1111 	cartton	dbx_c_index.htm#cartton	n.	card+{augmentative}	particle board	JAH	Proofread	11/20/99 	NA	NA	11/20/99 	NA
 1087 	carscon	dbx_c_index.htm#carscon	n.	cross+{opposite}	two parallel lines -- two coplanar lines that have the same slope and therefore do not intersect.	MHM	Proofread	11/20/99 	NA	NA	11/20/99 	NA
 978 	capcon	dbx_c_index.htm#capcon	n.	head+{opposite}	butt, bum	JAH	Proofread	11/20/99 	NA	NA	11/20/99 	NA
